id,emotionality,minority,title,teaser,text,image_id,Main theme,condition
3c,1,0,Anti-transactivisten maskeren transfobie met beroep op angstgevoelens,"De nieuwe Transgenderwet levert felle discussie op over het vermogen van transpersonen om over hun eigen lichaam en leven te beschikken. De argumenten die critici van de wet daarbij in het leven roepen slaan helemaal nergens op, vindt Parool-columniste Sandra Beekman. De nieuwe wetgeving is voor transpersonen juist een verademing.","<p>U zult het verhaal inmiddels al meerdere keren gehoord hebben: een onschuldige jonge vrouw wordt in het openbare toilet lastiggevallen door een binnendringer. De binnendringer is iemand die daar niet ‘hoort’ te zijn; een transvrouw.</p><p>Gelukkig heeft dit verhaal niks te maken met de werkelijkheid. Het heeft juist alles weg van een sprookje. Een fabeltje, een leugen, in het leven geroepen om één bepaalde bevolkingsgroep te demoniseren.</p><p>In landen waar de wetgeving rondom officiële geslachtsverandering van transpersonen is geflexibiliseerd, is geen stijging van geweldsincidenten tegen vrouwen bekend. Desondanks schermen anti-transactivisten graag met deze leugen.  Trap er niet in, beste lezer.</p> <p>Veel mensen denken dat de nieuwe Transgenderwet het heel makkelijk maakt voor kinderen om hun geslacht te wijzigen. Dat is niet zo: zij moeten nog steeds langs de rechter.</p><p>De nieuwe wet zorgt vooral voor veel minder gedoe. De wet zorgt vooral voor een enorme lastenverlichting voor transpersonen om hun naam en geslacht in het paspoort te laten veranderen. Nu heb je daarvoor een verklaring nodig van een genderpsycholoog. Die zitten alleen bij genderpoli’s, en soms moet je meer dan twee jaren wachten op een intakegesprek. Het is dus echt een schokkend lange route om zo’n verklaring te krijgen en transgender personen moeten in principe hun leven on hold zetten terwijl ze het eigenlijk ten volle willen leven. Als de naam- en geslachtswijziging eindelijk lukt is dat een enorme opluchting.</p><p>Nu nog wordt transpersonen een deel van hun leven en privacy ontnomen. Dat zouden we als samenleving niet meer moeten willen.</p>",,countering the arguments of those who are against the new transgender law,3
3d,0,0,Transgenderwet: wat zeggen de voor- en tegenstanders? Drie populaire argumenten met weerlegging,De nieuwe Transgenderwet leidt tot felle discussies. Wat zijn de voornaamste argumenten van de voor- en tegenstanders? En hoe zijn deze argumenten te weerleggen? Wij zochten het uit.,"<p>De nieuwe Transgenderwet zou onder andere moeten regelen dat de zogeheten deskundigenverklaring - een bevestiging gegeven door een genderpsycholoog of arts - bij de aanvraag van een aanpassing van het geslacht in het paspoort komt te vervallen.</p><p><b>Het ‘kleedkamerargument’</b></p><p>Bij dit argument - ook bekend als het ‘wc-argument’ - stellen tegenstanders van de Transgenderwet dat de voorgestelde wijzigingen zouden kunnen leiden tot een toename van geweld tegen vrouwen in kleedkamers of openbare wc’s. In andere landen waar vergelijkbare wijzingen zijn doorgevoerd is echter geen toename van geweldsincidenten te zien. Daarnaast wijzen voorstanders erop dat er voor het binnendringen van kleedkamers of wc’s ook nu al geen identiteitsbewijs nodig is.</p><p><b>Het ‘kinderargument’</b></p><p>Volgens tegenstanders zouden kinderen door de nieuwe wet in staat zijn zonder problemen hun geslacht en naam te veranderen. Critici maken zich zorgen over de vraag of kinderen wel bekwaam genoeg zijn om zo’n grote beslissing zelfstandig te maken. Het is echter niet het geval dat kinderen dit door de nieuwe wet volledige zelfstandig kunnen bepalen. Ze moeten hiervoor nog altijd langs een rechter. Die kan de aanvraag afwijzen. Verschillende praktijkvoorbeelden laten zien dat dit in sommige gevallen ook gebeurt.</p><p><b>Het ‘tijdsargument’</b></p><p>Critici vinden vaak dat de deskundigenverklaring slechts een kleine moeite is om voor alle zekerheid bij een aanvraag toe te voegen. Ook dat is echter niet helemaal waar. Het verkrijgen van een deskundigeverklaring kan maanden of zelfs jaren duren. Psychologen en artsen die zo’n verklaring kunnen geven, zijn er namelijk alleen bij genderklinieken. En de wachtlijsten daar zijn nu al erg lang. </p>",,countering the arguments of those who are against the new transgender law,4
4a,1,1,Nieuwe Transgenderwet zorgt voor zucht van verlichting voor transpersonen,"“Door deze wet krijgen we eindelijk de gelijke behandeling waar we recht op hebben”, zeggen transactivisten. Nieuwe wijzigingen in de wet halen belangrijke barrières weg voor de wettelijke erkenning van transpersonen.","<p>De grootste en belangrijkste vooruitgang is volgens transactivisten dat de deskundigenverklaring, die moet worden afgegeven door een arts of psycholoog, niet meer nodig is. Als de aanpassingen door de Tweede Kamer worden aangenomen, wordt de verklaring vervangen door een bedenktermijn van minimaal vier weken. “Dit is voor ons zo’n enorme opluchting”, vertelt Lina Jacobs, transvrouw en woordvoerder van transgender organisatie Platform Transgender. “De wet neemt hiermee een onmetelijk grote hindernis weg. Toen we het wetsvoorstel voor het eerst lazen hebben een aantal collega’s en vrienden die ik ken die nog in transitie zijn, moeten huilen van blijdschap.”</p><p>Onder de nieuwe wet stuurt een trans persoon simpelweg het verzoek naar de gemeente. Hij of zij hoeft daarbij niet eerst te wachten op toestemming van een arts of psycholoog. Transgenderactivisten pleiten al langer voor het afschaffen van de deskundigenverklaring. “Die werd gezien als ernstig denigrerend,” licht Jacobs toe. “En uit eigen ervaring kan ik zeggen dat het dat ook was. Het nogmaals jezelf moeten bewijzen, na al een enorm lang en lastig medisch traject, is extreem gênant. Je voelde je niet serieus genomen.” Overigens staat de aanpassing van de wet niet toe dat iemand voorrang krijgt op een medische behandeling bij een genderklinie. Die staat er helemaal los van.</p><p>Naast dat de oude regeling volgens Jacobs inbreuk maakt op het zelfbeschikkingsrecht van transpersonen, waren er ook onnodig hoge onnodig hoge kosten aan de procedure verbonden. “Een gesprek met een deskundige kost zo'n 250 euro, de verklaring zelf 65 euro”, stelt Jabocs. Uit een evaluatie van de wet uit 2017 bleek bovendien dat deskundigen vaak niet kunnen garanderen dat de wens om te wisselen, duurzaam is. “Die overweging kan een transpersoon zelf veel beter maken,” aldus Jacobs.</p>",,announcement new law + reactions transgender people,1
4b,0,1,"Nieuwe Transgenderwet positief ontvangen door transpersonen, organisaties",Transpersonen en -activisten zijn te spreken over de voorgestelde nieuwe wijzigingen van de Transgenderwet. De wet wordt deze week in de Tweede Kamer besproken.,"<p>In de nieuwe wet wordt onder andere geregeld dat de deskundigenverklaring, die moet worden afgegeven door een arts of psycholoog, niet meer nodig is. De verklaring zou worden vervangen door een bedenktermijn van minimaal vier weken. “Dit is voor ons een hele welkome stap”, vertelt Lina Jacobs, transvrouw en woordvoerder van transgender organisatie Platform Transgender. “De wet neemt hiermee een bureaucratische hindernis weg.” Onder de nieuwe wet stuurt een transpersoon simpelweg het verzoek tot wijziging naar de gemeente. Hij of zij hoeft daarbij niet eerst te wachten op toestemming van een arts of psycholoog.</p><p>Transgenderactivisten pleiten al langer voor het afschaffen van de deskundigenverklaring. “Die werd gezien als onnodige hobbel,” licht Jacobs toe. “De regel leidde vaak tot heel veel extra wachttijd. Dankzij de nieuwe wet zou daar verandering in moeten komen.” Overigens staat de aanpassing van de wet niet toe dat iemand voorrang krijgt op een medische behandeling bij een genderkliniek. Die staat er helemaal los van.</p><p>De nieuwe regelgeving zou transgender personen ook een heleboel kosten schelen, stelt Jacobs. “Een gesprek met een deskundige kost zo'n 250 euro, de verklaring zelf 65 euro”, stelt Jacobs. Uit een evaluatie van de wet uit 2017 bleek bovendien dat deskundigen vaak niet kunnen garanderen dat de wens om van gender te wisselen, duurzaam is. “Die overweging kan een transpersoon zelf veel beter maken,” aldus Jacobs.</p>",,announcement new law + reactions transgender people,2
4c,1,0,Nieuwe Transgenderwet haalt belangrijke barrières weg voor transgender personen,De voorgestelde wijzigingen van de Transgenderwet zouden de procedures van wettelijke geslachtswijziging voor transpersonen op een aantal vlakken drastisch verbeteren. Een zucht van verlichting dus voor transpersonen. Columniste Sandra Beekman is blij dat de wijzigingen er eindelijk lijken te komen.,"<p>De grootste en belangrijkste vooruitgang in de nieuwe Transgenderwet is het vervallen van de deskundigenverklaring. Als de wet wordt aangenomen zal deze verklaring, die moet worden afgegeven door een arts of psycholoog, worden vervangen door een bedenktermijn van minimaal vier weken. Voor transpersonen was dit een onmetelijk grote hindernis die ook nog eens als extreem denigrerend werd ervaren. Het weghalen ervan is voor hen dus een enorme opluchting. Binnen mijn eigen vriendenkring, die ook uit transgender personen bestaat, moesten meerdere vrienden huilen van blijdschap.</p><p>Onder de nieuwe wet stuurt een transpersoon het verzoek tot wijziging simpelweg naar de gemeente. Vervolgens komt iemand naar het gemeentehuis en wordt de wijziging bekrachtigd. De aanpassing leidt er overigens niet toe dat iemand voorrang krijgt op een medische behandeling bij een genderkliniek; die staat er helemaal los van.</p><p>Ten tweede wordt de leeftijdsgrens voor geslachtswijzigingen verlaagd. Momenteel moeten transpersonen tot hun 16e wachten op een officiële geslachtswijziging. Voor veel transgender personen is het echter al vanaf zeer jonge leeftijd duidelijk dat het geslacht waarmee ze zijn geboren niet klopt. Voor veel transpersonen is de verlaagde leeftijdsgrens dus van grote betekenis.</p><p>Als laatste komen er dankzij de nieuwe wet veel onnodige kosten te vervallen. Aan de deskundigenverklaring was een transpersoon al snel veel geld kwijt: een gesprek met een deskundige kost zo'n 250 euro, de verklaring zelf 65 euro. Het vervallen van deze kostenpost zorgt dus voor een flinke lastenverlichting voor transgender personen. </p>",,announcement new law + reactions transgender people,3
4d,0,0,Wat houdt de nieuwe transgenderwet in? Een overzicht van de belangrijkste aanpassingen,Door de voorgestelde wijzigingen in de nieuwe Transgenderwet veranderen de procedures om je geslacht wettelijk te veranderen. We bespreken de belangrijkste aanpassingen. ,"<p>Belangrijk in de nieuwe Transgenderwet is het vervallen van de deskundigenverklaring. Als de wet wordt aangenomen zal deze verklaring, die moet worden afgegeven door een arts of psycholoog, worden vervangen door een bedenktermijn van minimaal vier weken. Nadat een transpersoon zijn verzoek tot geslachtswijziging naar de gemeente heeft gestuurd, zal hij of zij na de bedenktijd alleen nog maar terug te hoeven komen voor een bekrachtiging. Voorheen was hiervoor nog een verklaring nodig van een deskundige. De wachtlijsten om zo’n verklaring te bemachtigen zijn gemiddeld zeer lang.</p><p>Een tweede grote aanpassing is de verlaging van de leeftijdsgrens voor geslachtswijzigingen. Momenteel moeten transpersonen tot hun 16e wachten op een officiële geslachtswijziging. Transactivisten wijzen er al langer op dat het voor veel transgender personen al vanaf zeer jonge leeftijd duidelijk is dat het geslacht waarmee ze zijn geboren niet klopt. Zij zijn daarom grote voorstanders van de verlaging van de leeftijdsgrens. De wijziging zorgt er overigens niet voor dat je voorrang krijgt op een behandeling bij een genderkliniek. Dat staat er volledig los van.</p><p>Als laatste komt er dankzij de nieuwe wet een kostenpost te vervallen. Een deskundigenverklaring was namelijk niet gratis: een gesprek met een deskundige kost zo'n 250 euro, de verklaring zelf 65 euro. Als de wet door de Tweede Kamer wordt aangenomen, krijgen transpersonen dus ook een kleine financiële verbetering als vooruitzicht. </p>",,announcement new law + reactions transgender people,4
5a,1,1,Lang over tijd: Kabinet maakt publiekelijk excuses voor oude Transgenderwet,"Het komt te laat en compenseert te weinig. Maar ten minste komt er een financiële tegemoetkomingsregeling voor slachtoffers van de oude wet, zegt transgenderactivist Florence Tabbers.","<p>De Transgenderwet maakt het voor transgender- en intersekse personen mogelijk om hun geslachtsaanduiding te wijzigen in de geboorteakte. Maar tot 1 juli 2014 golden hiervoor een aantal heftige voorwaarden. Bijvoorbeeld dat mensen lichamelijk zo veel mogelijk waren aangepast aan “het andere geslacht”. Maar erger nog - dat ze blijvend onvruchtbaar waren.</p><p>Volgens transgenderactivist Florence Tabbers is dit een onnodig pijnlijk en denigrerende ervaring geweest in het transitietraject van veel transgender- en intersekse personen. “Eigenlijk is het al lang te laat,” aldus Tabbers, “maar ten minste herkent het kabinet nu eindelijk dat het door het stellen van deze voorwaarden onuitsprekelijk veel leed heeft veroorzaakt bij transgender- en intersekse personen.” Volgens Tabbers heeft de regeling “mensen gedwongen hevig ingrijpende medische behandelingen te ondergaan die zij helemaal niet wilden, of onnodig lang met hun transitie te wachten.”</p><p>Ter compensatie van dit leed komt er nu een financiële tegemoetkomingsregeling. Mensen die in de periode tussen 1 juli 1985 en 1 juli 2014 aan de medische voorwaarden hebben voldaan die in de wet gesteld werden en de geslachtsaanduiding hebben gewijzigd in de geboorteakte, komen in aanmerking voor een tegemoetkoming van € 5.000 per persoon.</p><p>“Het is een beginnetje, maar het gaat echt nog lang niet ver genoeg”, aldus Tabbers.</p>",,compensation for forced sterilization under old Transgender law,1
5b,0,1,Kabinet maakt publiekelijk excuses voor oude Transgenderwet,"Goed dat er nu een financiële tegemoetkomingsregeling voor betrokkenen van de oude wet komt, vindt transgenderactivist Florence Tabbers.","<p>De Transgenderwet maakt het voor transgender- en intersekse personen mogelijk om hun geslachtsaanduiding te wijzigen in de geboorteakte. Hiervoor golden tot 1 juli 2014 een aantal voorwaarden. Bijvoorbeeld dat mensen lichamelijk zo veel mogelijk waren aangepast aan “het andere geslacht”. Ook moesten ze zich blijvend onvruchtbaar laten maken.</p><p>Volgens transgenderactivist Florence Tabbers heeft deze wet grote invloed gehad op de verdere levensloop van veel transgender- en intersekse personen. “Het heeft lang geduurd, maar ten minste herkent het kabinet nu dat het door het het stellen van deze voorwaarden veel verdriet heeft veroorzaakt bij transgender- en intersekse personen”, aldus Tabbers. Ze stelt dat de regeling tot een situatie heeft geleid waar mensen medische behandelingen zijn ondergaan die zij liever niet hadden gewild, of langer met hun transitie moesten wachten.</p><p>Daarom komt er nu en financiële tegemoetkomingsregeling. Mensen die in de periode tussen 1 juli 1985 en 1 juli 2014 aan de medische voorwaarden hebben voldaan die in de wet gesteld werden en de geslachtsaanduiding hebben gewijzigd in de geboorteakte, komen in aanmerking voor een tegemoetkoming van € 5.000 per persoon.</p><p>“Het is niet veel, maar het is tenminste iets”, zo stelt Tabbers. </p>",,compensation for forced sterilization under old Transgender law,2
5c,1,0,Lang over tijd: Kabinet maakt publiekelijk excuses voor oude Transgenderwet,"Het komt te laat en compenseert te weinig. Maar er komt nu eindelijk een financiële tegemoetkomingsregeling voor slachtoffers van de oude Transgenderwet, schrijft columnist Sandra Beekman.","<p>De Transgenderwet maakt het voor transgender- en intersekse personen mogelijk om hun geslachtsaanduiding te wijzigen in de geboorteakte. Hiervoor golden tot 1 juli 2014 een aantal heftige voorwaarden. Bijvoorbeeld dat mensen lichamelijk zo veel mogelijk aangepast moesten zijn aan “het andere geslacht” en, erger nog: dat ze blijvend onvruchtbaar waren.</p><p>Het behoeft geen verdere uitleg dat dit een onnodig pijnlijke en denigrerende ervaring is geweest voor veel transgender- en intersekse personen. Daarom erkent het kabinet nu eindelijk dat het door het stellen van deze voorwaarden onuitsprekelijk veel leed heeft veroorzaakt bij transgender- en intersekse personen. Zij hebben hevig ingrijpende medische behandelingen ondergaan die zij helemaal niet wilden doen. Daarnaast hebben veel transgender personen hierdoor onnodig gewacht met hun transitie of geslachtswijziging.</p><p>In erkenning van het toegebrachte leed komt er nu dan eindelijk een financiële tegemoetkomingsregeling. Mensen die in de periode tussen 1 juli 1985 en 1 juli 2014 aan de medische voorwaarden hebben voldaan die in de wet gesteld werden en de geslachtsaanduiding hebben gewijzigd in de geboorteakte, komen in aanmerking voor een bedrag van € 5.000 per persoon. Een schamele tegemoetkoming, maar tenminste een begin. </p>",,compensation for forced sterilization under old Transgender law,3
5d,0,0,Kabinet maakt publiekelijk excuses voor oude Transgenderwet,Transgenderpersonen die onder de oude wet hun transitie hebben doorlopen komen in aanmerking voor een financiële tegemoetkoming. ,"<p>De Transgenderwet maakt het voor transgender- en intersekse personen mogelijk om hun geslachtsaanduiding te wijzigen in de geboorteakte. Hiervoor golden tot 1 juli 2014 een aantal voorwaarden: namelijk dat mensen lichamelijk zo veel mogelijk waren aangepast aan “het andere geslacht”, maar ook dat ze blijvend onvruchtbaar waren.</p><p>Dit is een ingrijpende factor geweest in de verdere levensloop van veel transgender- en intersekse personen. Het kabinet is er dan ook van overtuigd dat het door het stellen van deze voorwaarden veel verdriet heeft veroorzaakt bij transgender- en intersekse personen. Sommigen hebben medische behandelingen ondergaan die zij liever niet hadden gewild. Anderen hebben door de oude wetgeving langer gewacht met hun transitie of geslachtswijziging.</p><p>Daarom komt er nu en financiële tegemoetkomingsregeling. Mensen die in de periode tussen 1 juli 1985 en 1 juli 2014 aan de medische voorwaarden hebben voldaan die in de wet gesteld werden en de geslachtsaanduiding hebben gewijzigd in de geboorteakte, komen in aanmerking voor een tegemoetkoming van € 5.000 per persoon. </p>",,compensation for forced sterilization under old Transgender law,4
6a,1,1,"Adequate voorlichting aan transpersonen door burgerlijke stand kan desastreuze beslissingen helpen voorkomen, zeggen transgenderorganisaties","De nieuwe Transgenderwet brengt belangrijke nieuwe verantwoordelijkheden met zich mee voor de burgerlijke stand, zegt Sophie Schers, beleidsadviseur bij Transgender Netwerk Nederland. “Transpersonen onderschatten vaak hoe indringend de consequenties kunnen zijn. De ambtenaar van de burgerlijke stand is hen een adequate voorlichting daarover verschuldigd.”","<p>De nieuwe Transgenderwet, die nu nog voor behandeling in de Tweede Kamer ligt, zal de huidige wet (uit 2014) op een aantal punten wijzigen. Één van de mogelijke wijzigen moet ervoor zorgen dat ambtenaren van de burgerlijke stand, die de wijziging van de geslachtsregistratie daadwerkelijk moeten doorvoeren, een aangepaste rol krijgen.</p><p>Reden is dat de zogenoemde deskundigenverklaring gaat vervallen. Nu moet een deskundige – een arts of een psycholoog - nog vaststellen of de transpersoon van 16 jaar of ouder een duurzame en gegronde wens heeft om van geslacht te veranderen. “Dat wordt vervangen door een eigen verklaring”, stelt Sophie Schers, beleidsadviseur bij Transgender Netwerk Nederland. Gevolg is dat de consequenties van de gender­wijziging niet meer in het gesprek met een deskundige aan bod komen. Transgender Netwerk Nederland en andere transgender organisaties wijzen erop dat dit een aanzienlijk risico met zich meebrengt, namelijk dat transpersonen van belangrijke informatie verstoken blijven. Daarnaast zouden ze door slechte voorlichting ondoordachte, levensveranderende en zelfs desastreuze beslissingen kunnen nemen.</p><p>Na de invoering van de nieuwe Transgenderwet is het dus enorm belangrijk dat ambtenaren van de burgerlijke stand transgender personen actief voorlichten over de consequenties van de wijziging van de geslachtsregistratie, zegt Transgender Netwerk Nederland in haar oproep.</p>",,new transgender law gives bigger role and more responsibilities to bureaucrats,1
6b,0,1,Transgenderorganisaties: Zorg dat burgerlijke stand transpersonen beter informeert om slechte beslissingen te vermijden,"De nieuwe Transgenderwet brengt belangrijke nieuwe verantwoordelijkheden met zich mee voor de burgerlijke stand, zegt Sophie Schers, beleidsadviseur bij Transgender Netwerk Nederland. “Transpersonen onderschatten vaak de consequenties van een beslissing tot officiële geslachtswijziging. Het is belangrijk dat de ambtenaar van de burgerlijke stand hen daarover voorlicht.”","<p>De nieuwe Transgenderwet, die nu nog voor behandeling in de Tweede Kamer ligt, zal de huidige wet (uit 2014) op een aantal punten wijzigen. Één van de mogelijke wijzigen moet ervoor zorgen dat ambtenaren van de burgerlijke stand, die de wijziging van de geslachtsregistratie daadwerkelijk moeten doorvoeren, een aangepaste rol krijgen.</p><p>Reden is dat de zogenoemde deskundigenverklaring gaat vervallen. Nu moet een deskundige – een arts of een psycholoog - nog vaststellen of de transpersoon van 16 jaar of ouder een duurzame en gegronde wens heeft om van geslacht te veranderen. “Dat wordt vervangen door een eigen verklaring”, stelt Sophie Schers, beleidsadviseur bij Transgender Netwerk Nederland. Gevolg is dat de consequenties van de gender­wijziging niet meer in het gesprek met een deskundige aan bod komen.</p><p>Na de invoering van de nieuwe Transgenderwet gaan ambtenaren dus een andere, en nieuwe, rol spelen, zegt Transgender Netwerk Nederland. Zij zullen beter opgeleid moeten worden om transgenderpersonen een goede voorlichting te kunnen geven over de consequenties van de wijziging van de geslachtsregistratie. </p>",,new transgender law gives bigger role and more responsibilities to bureaucrats,2
6c,1,0,Door nieuwe Transgenderwet zijn ambtenaren van de burgerlijke stand transpersonen een adequate voorlichting verschuldigd,De nieuwe Transgenderwet brengt grote nieuwe verantwoordelijkheden met zich mee voor de burgerlijke stand. Transpersonen onderschatten vaak hoe indringend de consequenties van een geslachtswijziging kunnen zijn. Het is daarom van de grootste noodzaak dat de ambtenaar van de burgerlijke stand hen daar adequaat over voorlicht. Zo kunnen desastreuze beslissingen voorkomen worden.,"<p>De nieuwe Transgenderwet, die nu nog voor behandeling in de Tweede Kamer ligt, zal de huidige wet (uit 2014) op een aantal punten wijzigen. Één van de mogelijke wijzigen moet ervoor zorgen dat ambtenaren van de burgerlijke stand, die de wijziging van de geslachtsregistratie daadwerkelijk moeten doorvoeren, een aangepaste rol krijgen.</p><p>Reden is dat de zogenoemde deskundigenverklaring gaat vervallen. Nu moet een deskundige – een arts of een psycholoog - nog vaststellen of de transpersoon van 16 jaar of ouder een duurzame en gegronde wens heeft om van geslacht te veranderen. Deze zal worden vervangen door een ‘eigen verklaring’ van de transgender persoon zelf. Een verandering die transgenderpersonen meer zeggenschap geeft over hun transitie - maar die tegelijkertijd indringende consequenties met zich meebrengt.</p><p>Voor de ambtenaar van de burgerlijke stand liggen er met deze wijziging ineens grote en serieuze verantwoordelijkheden. Om transgenderpersonen zo volledig mogelijk te informeren, zullen ambtenaren dan ook beter moeten worden opgeleid om deze informatie te kunnen verstrekken. Doen ze dit niet, dan zullen veel transgenderpersonen van belangrijke informatie verstoken blijven. In het ergste geval zal dit leiden tot ondoordachte, levensveranderende en desastreuze keuzes.</p><p>Om het aanzienlijke risico hiervan te verkleinen, is het dus enorm belangrijk dat ambtenaren van de burgerlijke stand transgender personen actief voorlichten over de consequenties van de wijziging van de geslachtsregistratie. </p>",,new transgender law gives bigger role and more responsibilities to bureaucrats,3
6d,0,0,Ambtenaren door nieuwe Transgenderwet genoodzaakt transpersonen beter te informeren ,De wetswijziging legt nieuwe verantwoordelijkheden bij ambtenaren van de burgerlijke stand om transpersonen goed voor te lichten. Transpersonen zijn zich namelijk niet altijd bewust van alle consequenties van een geslachtswijziging.,"<p>De nieuwe Transgenderwet, die nu nog voor behandeling in de Tweede Kamer ligt, zal de huidige wet (uit 2014) op een aantal punten wijzigen. Één van de mogelijke wijzigen moet ervoor zorgen dat ambtenaren van de burgerlijke stand, die de wijziging van de geslachtsregistratie daadwerkelijk moeten doorvoeren, een aangepaste rol krijgen.</p><p>Reden is dat de zogenoemde deskundigenverklaring gaat vervallen. Nu moet een deskundige – een arts of een psycholoog - nog vaststellen of een transpersoon van 16 jaar of ouder een duurzame en gegronde wens heeft om van geslacht te veranderen. Dit proces zal nu worden vervangen door een eigen verklaring. Gevolg is dat de consequenties van de gender­wijziging niet meer in het gesprek met een deskundige aan bod komen, waardoor transpersonen mogelijk van belangrijke informatie verstoken blijven.</p><p>Na de invoering van de nieuwe Transgenderwet gaan ambtenaren dus een andere, nieuwe, rol spelen. Zij zullen beter opgeleid moeten worden om transgenderpersonen een goede voorlichting te kunnen geven over de consequenties van de wijziging van de geslachtsregistratie. </p>",,new transgender law gives bigger role and more responsibilities to bureaucrats,4
7a,1,1,"“Focus bij Transgenderwet niet op deskundigen, maar op onhoudbaar lange wachtlijsten”, roepen transpersonen op","Kritiek op de nieuwe Transgenderwet is mogelijk, maar veel critici lijken zich niet bewust van de ware problemen. Kijk bijvoorbeeld naar de ellenlange wachtlijsten in de transgenderzorg, schrijft rechtsfilosoof en transgender Annemieke van den Heuvel.","<p>Annemieke van den Heuvel (34) is debattrainer, spindoctor en rechtsfilosoof. Ze identificeert zich ook als transgender, en ze heeft een hekel aan de nieuwe transgenderwet.</p><p>Het wordt onthaald als een levensveranderende wetswijziging, maar volgens van den Heuvel zijn transgenders weinig geholpen met het schrappen van de deskundigenverklaring in de nieuwe wet. Door het verdwijnen van die verklaring zullen aangevraagde geslachtswijzigingen nu slechts op basis van een eigen verklaring van de transgenderpersoon goedgekeurd kunnen worden. Het grootste probleem ligt volgens van den Heuvel echter elders: “Er zijn ongelooflijk lange wachttijden van soms meer dan twee jaar voordat je überhaupt een intakegesprek voor het transitieproces krijgt. Twee jaren die na het bijna eindeloze zelfonderzoek dat vaak aan de stap tot actie voorafgaat voelen als stilstand in een niet meer houdbare situatie.”</p><p>Concrete stappen om die wachttijden terug te dringen, onderneemt de politiek echter niet. In plaats daarvan kiest men ervoor om één van de kleinste barrières die er in het hele traject zijn te verwijderen, terwijl nou net die barrière nog wel een zeker nut dient, aldus van den Heuvel. “Het doet een beetje denken aan het plaatsen van ‘gaybrapaden’ of regenboogvlaggen: gratuite acties die sympathiek lijken, maar in feite weinig echte problemen oplossen. Dit wetsvoorstel vind ik dus beschamend,” stelt Annemieke. “Als ze echt een positieve impact willen hebben, zouden politici er goed aan doen zich te concentreren op de echte problemen.”</p>",,new law doesn't focus enough on wait lists,1
7b,0,1,"“Focus bij Transgenderwet niet op deskundigen, maar op wachtlijsten”, roepen transgenderpersonen op","Kritiek op de nieuwe Transgenderwet is mogelijk, maar veel critici lijken zich niet bewust van de ware problemen. Kijk bijvoorbeeld naar de al bestaande wachtlijsten in de transgenderzorg, schrijft rechtsfilosoof en transgender Annemieke van den Heuvel.","<p>Annemieke van den Heuvel (34) is debattrainer, spindoctor en rechtsfilosoof. Ze identificeert zich ook als transgender, en heeft kritiek op de nieuwe transgenderwet.</p><p>Volgens van den Heuvel zijn transgenders weinig geholpen met het schrappen van de deskundigenverklaring in de nieuwe wet. Door het verdwijnen van die verklaring zullen aangevraagde geslachtswijzigingen nu slechts op basis van een eigen verklaring van de transgenderpersoon goedgekeurd kunnen worden. Het grootste probleem ligt volgens van den Heuvel echter elders: “Er zijn lange wachttijden van soms meer dan twee jaar voordat je überhaupt een intakegesprek voor het transitieproces krijgt. Twee jaren die na het zelfonderzoek dat vaak aan de stap tot actie voorafgaat voelen als stilstand in een onprettige situatie.”</p><p>Concrete stappen om die wachttijden terug te dringen, onderneemt de politiek echter niet. In plaats daarvan kiest men ervoor om één van de kleinste barrières die er in het hele traject zijn te verwijderen, terwijl nou net die barrière nog wel een zeker nut dient, aldus van den Heuvel. “Het doet een beetje denken aan het plaatsen van ‘gaybrapaden’ of regenboogvlaggen: gratuite acties die sympathiek lijken, maar in feite weinig echte problemen oplossen. Ik zou dit wetsvoorstel zelf dus liever anders zien,” stelt Annemieke. “Als ze echt een positieve impact willen hebben, zouden politici er goed aan doen zich te concentreren op de echte problemen.”</p>",,new law doesn't focus enough on wait lists,2
7c,1,0,"Focus bij Transgenderwet zou zich moeten richten op eindeloos lange wachtlijsten, niet op deskundigen ","Kritiek op de nieuwe Transgenderwet is mogelijk, maar veel critici lijken zich niet bewust van de ware problemen. Kijk bijvoorbeeld naar de ellenlange wachtlijsten in de transgenderzorg. Dáár zou de politiek haar pijlen op moeten richten, vindt columnist Sandra Beekman.","<p>Het wordt overal onthaald als een levensveranderende wetswijziging - maar in werkelijkheid zijn transgenders zijn weinig geholpen met het schrappen van de zogeheten deskundigenverklaring in de nieuwe wet.</p><p>Door het verdwijnen van die verklaring zullen aangevraagde geslachtswijzigingen nu slechts op basis van een eigen verklaring van de transgenderpersoon goedgekeurd kunnen worden. Het grootste probleem ligt echter elders: kijk naar de onhoudbaar lange wachttijden van soms meer dan twee jaar voordat je überhaupt een intakegesprek voor het transitieproces krijgt. Twee lange jaren die voor veel transgenderpersonen, na het bijna eindeloze zelfonderzoek dat vaak aan de stap tot actie voorafgaat, voelen als stilstand in een niet meer houdbare situatie.</p><p>Concrete stappen om die wachttijden terug te dringen, onderneemt de politiek echter niet. In plaats daarvan kiest men ervoor om één van de kleinste barrières die er in het hele traject zijn te verwijderen, terwijl nou net die barrière nog wel een zeker nut dient.</p><p>Het doet een beetje denken aan het plaatsen van ‘gaybrapaden’ of regenboogvlaggen: gratuite acties die sympathiek lijken, maar in feite weinig echte problemen oplossen. Als Den Haag echt een positieve impact willen hebben, zouden ze er goed aan doen zich te concentreren op de echte problemen.</p>",,new law doesn't focus enough on wait lists,3
